verseId1,verseId2,score
26:169,37:76,2.9237
26:169,27:57,2.339
26:169,9:78,2.1675
26:169,10:86,2.1675
26:169,21:76,1.6707
26:169,3:98,1.6337
26:169,6:64,1.6256
26:169,66:11,1.4528
26:169,6:63,1.445
26:170,37:134,5.6074
26:170,70:14,3.8767
26:170,10:103,3.2513
26:170,29:32,2.9237
26:170,37:76,2.9237
26:170,27:57,2.339
26:170,9:78,2.1675
26:170,10:86,2.1675
26:170,21:76,1.6707
26:170,6:64,1.6256
26:170,11:58,1.6256
26:170,6:63,1.445
26:171,37:135,18.6764
26:171,72:12,7.6048
26:171,15:60,7.3811
26:171,80:40,7.3811
26:171,7:83,5.5358
26:171,29:32,5.5358
26:171,6:134,5.0699
26:171,11:33,5.0699
26:171,16:46,5.0699
26:171,27:57,4.4286
26:171,8:59,3.8024
26:171,10:53,3.8024
26:172,37:136,13.7046
26:172,25:36,11.0716
26:172,17:16,4.9207
26:172,27:51,3.6905
26:172,46:25,2.4604
26:172,47:10,2.4604
26:172,2:8,1.7553
26:172,7:137,1.5817
26:172,2:4,1.0532
26:172,3:22,1.0532
26:172,2:86,0.7523
26:172,3:56,0.7523
26:173,27:58,16.5729
26:173,7:84,8.5465
26:173,25:40,6.7553
26:173,15:74,4.2733
26:173,8:32,3.2049
26:173,11:82,2.8488
26:173,46:24,2.564
26:173,37:177,1.4865
26:173,2:169,0.9211
26:173,4:102,0.8547
26:173,4:148,0.5526
26:173,7:188,0.4955
26:174,6:37,3.3245
26:174,2:100,2.2163
26:174,5:81,2.2163
26:174,4:82,1.8997
26:174,5:15,1.8997
26:174,2:26,1.7731
26:174,4:160,1.6622
26:174,5:59,1.6622
26:174,2:245,1.4776
26:174,5:62,1.4776
26:174,5:100,1.4776
26:174,5:103,1.4776
26:175,26:191,6.1983
26:175,44:42,5.6234
26:175,26:217,4.1322
26:175,36:5,4.1322
26:175,32:6,3.0991
26:175,4:158,2.6409
26:175,30:5,2.4793
26:175,38:9,2.4793
26:175,3:6,2.0661
26:175,3:62,1.9807
26:175,4:139,1.7606
26:175,3:18,1.5846
26:176,5:10,2.3475
26:176,5:86,2.3475
26:176,50:14,1.9626
26:176,2:39,1.878
26:176,35:4,1.5248
26:176,36:14,1.3588
26:176,29:18,1.307
26:176,57:19,1.1776
26:176,38:14,1.1534
26:176,3:184,1.0165
26:176,34:45,1.0165
26:176,35:25,1.0165
26:177,2:2,2.667
26:177,2:103,2.667
26:177,2:179,2.667
26:177,2:278,2.667
26:177,2:21,2.1336
26:177,2:183,2.1336
26:177,2:241,2.1336
26:177,3:16,2.1336
26:177,2:203,1.9396
26:177,2:194,1.778
26:177,3:28,1.778
26:177,2:66,1.524
26:178,2:151,2.3854
26:178,2:252,2.3854
26:178,3:132,2.3854
26:178,4:64,1.6514
26:178,2:285,1.5335
26:178,2:98,1.4312
26:178,3:32,1.4312
26:178,3:53,1.4312
26:178,4:79,1.4312
26:178,3:183,1.1927
26:178,3:179,1.101
26:178,4:59,1.101
26:179,71:3,4.3963
26:179,64:16,2.398
26:179,33:1,2.1981
26:179,5:112,1.8841
26:179,5:7,1.6486
26:179,3:50,1.4654
26:179,8:1,1.4654
26:179,43:63,1.4654
26:179,2:2,1.3335
26:179,2:103,1.3335
26:179,2:179,1.3335
26:179,2:21,1.0668
26:180,38:86,5.5527
26:180,34:47,4.6799
26:180,36:21,4.1645
26:180,52:40,4.1645
26:180,68:46,4.1645
26:180,47:36,1.8509
26:180,42:23,1.1899
26:180,2:108,1.0473
26:180,60:10,0.9123
26:180,2:134,0.8728
26:180,2:141,0.8728
26:180,2:119,0.7481
26:181,83:3,6.621
26:181,83:2,6.5549
26:181,12:59,1.9665
26:181,2:40,1.5507
26:181,12:88,1.5127
26:181,6:152,1.4022
26:181,3:76,1.3956
26:181,3:57,1.163
26:181,7:126,1.163
26:181,7:85,1.1567
26:181,10:46,0.9969
26:181,11:15,0.9969
26:182,55:8,8.0932
26:182,55:9,8.0932
26:182,101:6,8.0932
26:182,101:8,8.0932
26:182,7:8,5.3955
26:182,83:3,5.3955
26:182,55:7,4.0466
26:182,7:9,3.2373
26:182,23:103,3.2373
26:182,18:105,2.6977
26:182,42:17,2.3123
26:182,15:19,2.0233
26:183,29:36,1.5116
26:183,7:74,0.869
26:183,10:44,0.6835
26:183,10:99,0.6323
26:183,4:133,0.4376
26:183,12:38,0.4101
26:183,5:32,0.4027
26:183,11:118,0.3751
26:183,5:64,0.3313
26:183,4:170,0.2937
26:183,5:97,0.2918
26:183,2:142,0.2918
26:184,50:15,1.5869
26:184,36:79,1.1193
26:184,2:21,1.0944
26:184,40:45,0.9397
26:184,44:56,0.9397
26:184,7:143,0.8383
26:184,2:41,0.8222
26:184,10:6,0.7817
26:184,18:48,0.7462
26:184,4:1,0.7296
26:184,41:21,0.6716
26:184,2:2,0.6667
26:185,23:89,21.6849
26:185,7:109,10.8424
26:185,7:132,10.8424
26:185,10:77,8.6739
26:185,7:112,7.2283
26:185,7:120,7.2283
26:185,10:79,7.2283
26:185,15:15,7.2283
26:185,20:70,7.2283
26:185,26:34,7.2283
26:185,26:37,7.2283
26:185,26:40,7.2283
26:186,72:5,2.0095
26:186,36:15,1.6564
26:186,7:66,1.3397
26:186,41:6,1.2337
26:186,7:177,1.2055
26:186,62:5,1.0842
26:186,19:17,0.9253
26:186,28:38,0.8931
26:186,43:17,0.8225
26:186,7:176,0.8131
26:186,14:11,0.7402
26:186,21:3,0.7402
26:187,52:44,4.3037
26:187,34:9,1.8588
26:187,9:49,1.8453
26:187,7:149,1.5817
26:187,2:31,0.9579
26:187,30:48,0.8195
26:187,6:59,0.7908
26:187,1:1,0.6867
26:187,27:64,0.6225
26:187,2:33,0.618
26:187,3:5,0.515
26:187,3:109,0.515
26:188,2:139,4.4642
26:188,3:163,2.2321
26:188,2:82,1.7857
26:188,3:22,1.7857
26:188,3:98,1.7857
26:188,2:134,1.4881
26:188,2:141,1.4881
26:188,3:57,1.4881
26:188,4:17,1.116
26:188,2:140,0.992
26:188,2:167,0.992
26:188,2:277,0.992
26:189,39:13,1.1576
26:189,22:57,0.8489
26:189,16:113,0.7842
26:189,45:10,0.5929
26:189,20:61,0.5659
26:189,24:8,0.5659
26:189,2:10,0.4851
26:189,34:42,0.4688
26:189,11:93,0.4244
26:189,25:19,0.4244
26:189,46:21,0.4134
26:189,9:77,0.3787
26:190,6:37,3.3245
26:190,2:100,2.2163
26:190,5:81,2.2163
26:190,4:82,1.8997
26:190,5:15,1.8997
26:190,2:26,1.7731
26:190,4:160,1.6622
26:190,5:59,1.6622
26:190,2:245,1.4776
26:190,5:62,1.4776
26:190,5:100,1.4776
26:190,5:103,1.4776
26:191,44:42,5.6234
26:191,26:217,4.1322
26:191,36:5,4.1322
26:191,32:6,3.0991
26:191,4:158,2.6409
26:191,30:5,2.4793
26:191,38:9,2.4793
26:191,3:6,2.0661
26:191,3:62,1.9807
26:191,4:139,1.7606
26:191,3:18,1.5846
26:191,11:66,1.3774
26:192,2:4,4.0581
26:192,3:3,2.8986
26:192,2:99,2.5363
26:192,2:91,2.2545
26:192,3:84,2.2545
26:192,2:136,2.0291
26:192,3:53,2.0291
26:192,3:65,1.6909
26:192,3:124,1.6909
26:192,3:199,1.6909
26:192,2:176,1.4493
26:192,2:41,1.2682
26:193,97:4,2.7519
26:193,15:22,2.3587
26:193,16:2,2.0639
26:193,16:102,2.0639
26:193,2:4,2.0291
26:193,25:48,1.6511
26:193,3:3,1.4493
26:193,45:5,1.2701
26:193,2:99,1.2682
26:193,2:91,1.1273
26:193,2:136,1.0145
26:193,3:53,1.0145
26:194,3:196,1.7028
26:194,40:18,1.4768
26:194,2:88,1.3622
26:194,4:63,1.3622
26:194,3:127,1.1352
26:194,3:149,1.1352
26:194,5:113,1.1352
26:194,2:7,0.973
26:194,2:10,0.973
26:194,3:144,0.9081
26:194,2:118,0.8514
26:194,2:204,0.8514
26:195,90:9,10.2904
26:195,75:16,5.1452
26:195,20:27,3.4301
26:195,44:58,3.4301
26:195,12:2,2.6538
26:195,41:3,2.6538
26:195,26:84,2.5726
26:195,39:28,2.123
26:195,26:13,2.0581
26:195,46:12,1.7421
26:195,19:50,1.7151
26:195,19:97,1.7151
26:196,54:43,5.0187
26:196,54:52,5.0187
26:196,3:33,3.9107
26:196,23:53,2.8678
26:196,4:163,2.5093
26:196,16:44,2.5093
26:196,17:55,2.5093
26:196,21:105,2.5093
26:196,3:184,2.2305
26:196,35:25,2.2305
26:196,6:163,1.9554
26:196,18:96,1.6729
26:197,2:132,3.9615
26:197,5:78,3.9615
26:197,2:47,2.773
26:197,2:122,2.773
26:197,5:72,2.1331
26:197,3:61,1.9807
26:197,4:23,1.8487
26:197,2:146,1.7332
26:197,2:40,1.5406
26:197,2:133,1.3865
26:197,2:211,1.3865
26:197,3:45,1.3865
26:198,47:26,1.5758
26:198,9:127,1.4116
26:198,2:4,1.3527
26:198,5:49,1.1123
26:198,3:3,0.9662
26:198,2:99,0.8454
26:198,13:36,0.7879
26:198,2:91,0.7515
26:198,3:84,0.7515
26:198,11:12,0.7273
26:198,2:136,0.6764
26:198,3:53,0.6764
26:199,15:91,9.5257
26:199,7:204,7.6206
26:199,16:98,7.6206
26:199,15:1,6.3505
26:199,20:2,6.3505
26:199,17:106,5.4433
26:199,12:2,4.7628
26:199,17:45,4.7628
26:199,25:30,4.7628
26:199,17:78,4.2336
26:199,15:87,3.8103
26:199,17:41,3.8103
26:200,74:42,13.018
26:200,71:20,4.3393
26:200,69:32,2.6036
26:200,72:17,2.1697
26:200,72:27,1.8597
26:200,20:53,1.0848
26:200,28:32,1.0014
26:200,16:69,0.9299
26:200,2:88,0.9081
26:200,23:27,0.7658
26:200,3:127,0.7568
26:200,3:149,0.7568
26:201,67:28,1.7858
26:201,2:104,1.5698
26:201,2:10,1.3456
26:201,46:24,1.25
26:201,16:85,1.1836
26:201,39:58,1.1836
26:201,42:44,1.0
26:201,43:48,0.9864
26:201,2:166,0.8454
26:201,6:30,0.8454
26:201,6:47,0.8454
26:201,10:50,0.8454
26:202,43:66,4.6672
26:202,39:55,2.917
26:202,29:53,2.5929
26:202,6:47,2.1216
26:202,47:18,2.1216
26:202,7:95,1.9247
26:202,39:25,1.7749
26:202,22:55,1.7015
26:202,6:44,1.3501
26:202,16:45,1.3312
26:202,16:26,1.0678
26:202,27:18,1.0649
26:203,7:15,15.9146
26:203,7:14,5.3049
26:203,2:162,3.9786
26:203,3:88,3.9786
26:203,7:108,3.9786
26:203,2:55,3.1829
26:203,2:280,3.1829
26:203,6:158,2.984
26:203,7:71,2.8936
26:203,2:50,2.6524
26:203,2:104,2.6524
26:203,3:143,2.6524
26:204,37:176,8.2532
26:204,29:54,4.1266
26:204,10:50,2.358
26:204,29:53,2.3068
26:204,18:58,1.834
26:204,46:24,1.6506
26:204,3:56,1.2157
26:204,2:162,1.0637
26:204,3:88,1.0637
26:204,3:16,0.851
26:204,2:104,0.7091
26:204,3:128,0.7091
26:205,24:43,0.7142
26:205,2:55,0.6163
26:205,2:73,0.5136
26:205,3:143,0.5136
26:205,2:166,0.4402
26:205,4:49,0.4402
26:205,4:61,0.4402
26:205,2:165,0.3852
26:205,3:13,0.3852
26:205,4:51,0.3852
26:205,4:77,0.3708
26:205,57:20,0.3576
26:206,18:98,2.8536
26:206,46:22,2.4999
26:206,17:104,1.947
26:206,4:41,1.4353
26:206,7:70,1.3888
26:206,18:48,1.3888
26:206,2:89,0.8373
26:206,2:92,0.8373
26:206,2:209,0.8373
26:206,40:28,0.7812
26:206,17:7,0.7353
26:206,3:105,0.7177
26:207,15:84,4.9675
26:207,11:68,3.3117
26:207,7:92,2.4837
26:207,11:95,2.4837
26:207,22:64,2.4837
26:207,10:101,1.987
26:207,14:8,1.987
26:207,4:130,1.6558
26:207,3:10,1.4193
26:207,9:93,1.4193
26:207,19:42,1.4193
26:207,2:263,1.2419
26:208,47:13,3.1482
26:208,28:59,2.9064
26:208,46:27,2.9064
26:208,25:51,2.5621
26:208,34:34,2.1351
26:208,29:31,1.8165
26:208,17:58,1.6147
26:208,28:58,1.6147
26:208,6:26,1.4052
26:208,43:23,1.2811
26:208,42:7,1.2077
26:208,6:47,1.0037
26:209,2:152,2.4937
26:209,32:22,1.9365
26:209,3:58,1.6625
26:209,26:227,1.4378
26:209,2:200,1.2468
26:209,2:239,1.2468
26:209,4:124,1.2103
26:209,14:5,1.0758
26:209,35:37,1.0479
26:209,2:47,0.9975
26:209,2:122,0.9975
26:209,7:165,0.9683
26:210,26:221,4.8847
26:210,2:4,2.0291
26:210,31:21,1.6282
26:210,3:3,1.4493
26:210,4:60,1.3151
26:210,2:99,1.2682
26:210,2:91,1.1273
26:210,3:84,1.1273
26:210,8:11,1.1272
26:210,2:136,1.0145
26:210,3:53,1.0145
26:210,3:65,0.8454
26:211,7:140,2.9884
26:211,3:83,1.8689
26:211,5:35,1.4942
26:211,5:50,1.4942
26:211,7:45,1.4942
26:211,11:19,1.4942
26:211,6:35,1.2939
26:211,2:207,1.2807
26:211,3:85,1.2807
26:211,10:23,1.2807
26:211,4:104,1.1206
26:211,3:99,0.9961
26:212,2:181,2.2089
26:212,2:227,2.2089
26:212,2:244,2.2089
26:212,3:34,1.6566
26:212,6:13,1.6566
26:212,4:46,1.506
26:212,2:127,1.3253
26:212,4:148,1.3253
26:212,6:36,1.3253
26:212,2:104,1.1044
26:212,2:137,1.1044
26:212,3:35,1.1044
26:213,28:64,1.5921
26:213,3:56,1.312
26:213,40:43,1.1819
26:213,40:49,1.1651
26:213,41:31,1.095
26:213,7:39,1.0579
26:213,9:106,1.0579
26:213,46:31,0.9987
26:213,28:88,0.9581
26:213,2:86,0.9067
26:213,6:40,0.8738
26:213,2:201,0.7934
26:214,2:6,2.6524
26:214,15:89,2.6524
26:214,22:13,1.9927
26:214,2:270,1.7683
26:214,11:2,1.7683
26:214,11:25,1.7683
26:214,18:4,1.7683
26:214,78:40,1.125
26:214,7:184,1.061
26:214,10:101,1.061
26:214,13:7,1.061
26:214,6:130,0.9001
26:215,56:3,8.9987
26:215,20:22,1.1565
26:215,2:158,1.028
26:215,24:29,1.028
26:215,6:38,0.8411
26:215,4:101,0.771
26:215,2:230,0.7117
26:215,5:93,0.7117
26:215,28:32,0.7117
26:215,2:120,0.6961
26:215,2:198,0.6609
26:215,24:60,0.6609
26:216,79:21,4.6262
26:216,98:7,3.1759
26:216,20:93,3.0841
26:216,19:14,2.3131
26:216,6:15,1.8505
26:216,18:69,1.8505
26:216,39:13,1.8505
26:216,69:10,1.8505
26:216,73:16,1.8505
26:216,19:44,1.5421
26:216,71:21,1.5421
26:216,2:54,1.3896
26:217,44:42,3.7489
26:217,36:5,2.7548
26:217,67:29,2.5397
26:217,32:6,2.0661
26:217,4:132,1.7941
26:217,6:66,1.7941
26:217,17:54,1.6931
26:217,30:5,1.6529
26:217,38:9,1.6529
26:217,8:49,1.5573
26:217,3:122,1.4352
26:217,3:6,1.3774
26:218,39:58,3.6678
26:218,25:42,2.2924
26:218,2:55,0.9245
26:218,2:73,0.7704
26:218,3:143,0.7704
26:218,2:166,0.6603
26:218,4:49,0.6603
26:218,4:61,0.6603
26:218,2:165,0.5778
26:218,3:13,0.5778
26:218,4:51,0.5778
26:218,2:167,0.5136
26:219,3:196,1.7028
26:219,2:88,1.3622
26:219,4:63,1.3622
26:219,3:127,1.1352
26:219,3:149,1.1352
26:219,5:113,1.1352
26:219,2:7,0.973
26:219,2:10,0.973
26:219,3:144,0.9081
26:219,2:118,0.8514
26:219,2:204,0.8514
26:219,2:225,0.8514
26:220,2:181,4.4177
26:220,2:227,4.4177
26:220,2:244,4.4177
26:220,3:34,3.3133
26:220,6:13,3.3133
26:220,4:46,3.0121
26:220,2:127,2.6506
26:220,4:148,2.6506
26:220,6:36,2.6506
26:220,2:104,2.2089
26:220,2:137,2.2089
26:220,3:35,2.2089
26:221,7:175,1.5704
26:221,22:52,1.337
26:221,2:91,1.2632
26:221,3:84,1.2632
26:221,2:136,1.1369
26:221,31:21,1.0855
26:221,2:33,0.9211
26:221,3:68,0.9211
26:221,9:64,0.8874
26:221,4:60,0.8767
26:221,8:11,0.7515
26:221,6:112,0.6871
26:222,45:7,5.1635
26:222,40:62,2.3122
26:222,83:12,2.0723
26:222,2:276,1.0362
26:222,2:4,1.0145
26:222,13:7,0.9168
26:222,63:4,0.8408
26:222,7:33,0.798
26:222,97:4,0.764
26:222,65:12,0.4737
26:222,3:93,0.4167
26:222,6:111,0.4167
26:223,78:35,1.9499
26:223,67:7,1.7446
26:223,29:5,1.3957
26:223,50:37,1.3957
26:223,41:4,1.3276
26:223,54:25,1.2403
26:223,2:46,1.2217
26:223,30:16,1.0336
26:223,2:14,0.9163
26:223,41:22,0.8297
26:223,9:77,0.7752
26:223,16:86,0.7752
26:224,2:12,4.2426
26:224,26:113,4.2426
26:224,23:56,2.8284
26:224,26:202,2.8284
26:224,37:36,2.8284
26:224,7:175,2.2726
26:224,2:9,2.1213
26:224,22:32,2.1213
26:224,19:59,1.7676
26:224,2:154,1.697
26:224,6:26,1.697
26:224,16:21,1.697
26:225,46:24,1.2348
26:225,10:97,0.8718
26:225,31:31,0.7411
26:225,26:7,0.7265
26:225,45:28,0.5825
26:225,22:2,0.5812
26:225,21:30,0.4843
26:225,41:53,0.4843
26:225,46:25,0.4843
26:225,7:146,0.4727
26:225,2:55,0.4622
26:225,24:41,0.4359
26:226,5:79,6.7544
26:226,3:115,4.2215
26:226,4:147,4.2215
26:226,2:24,3.7525
26:226,3:135,3.0702
26:226,4:30,2.8143
26:226,4:66,2.8143
26:226,3:40,2.4123
26:226,7:28,2.4123
26:226,10:46,2.4123
26:226,6:159,2.1108
26:226,7:173,2.1108
26:227,42:41,1.11
26:227,3:57,0.6776
26:227,41:46,0.6776
26:227,4:124,0.6329
26:227,5:39,0.6114
26:227,35:37,0.6006
26:227,19:60,0.5808
26:227,66:4,0.5696
26:227,57:16,0.5184
26:227,16:119,0.4891
26:227,2:140,0.4695
26:227,2:82,0.4375
27:1,69:19,2.5539
27:1,41:3,2.39
27:1,36:69,1.7264
27:1,28:85,1.079
27:1,17:71,1.0641
27:1,10:94,1.0622
27:1,5:15,1.0137
27:1,17:93,0.8691
27:1,3:23,0.791
27:1,3:3,0.7844
27:1,2:159,0.7066
27:1,6:19,0.6821
27:2,1:6,2.47
27:2,2:5,2.47
27:2,2:16,1.976
27:2,17:9,1.8231
27:2,17:94,1.8231
27:2,2:157,1.6467
27:2,16:102,1.5952
27:2,2:97,1.4179
27:2,22:37,1.2761
27:2,64:6,1.2761
27:2,2:2,1.235
27:2,2:38,1.235
27:3,31:4,3.4524
27:3,41:7,1.9599
27:3,19:55,1.3368
27:3,9:103,1.2897
27:3,19:31,1.1458
27:3,2:277,1.0355
27:3,98:5,1.0355
27:3,2:118,0.8919
27:3,21:73,0.8472
27:3,22:41,0.8472
27:3,35:18,0.809
27:3,9:71,0.6213
27:4,18:7,1.4025
27:4,47:14,1.4025
27:4,11:15,1.2021
27:4,6:43,1.0519
27:4,7:147,1.0139
27:4,29:38,0.935
27:4,2:8,0.8777
27:4,16:63,0.8415
27:4,27:24,0.8415
27:4,6:108,0.819
27:4,63:11,0.8108
27:4,40:37,0.7012
27:5,40:45,1.2908
27:5,58:15,1.1163
27:5,3:56,0.984
27:5,26:156,0.9302
27:5,48:6,0.8326
27:5,41:27,0.7973
27:5,20:22,0.7609
27:5,9:102,0.7267
27:5,16:45,0.6977
27:5,39:24,0.6977
27:5,2:86,0.6801
27:5,11:64,0.6202
27:6,36:2,3.9061
27:6,7:115,3.6652
27:6,11:1,2.4674
27:6,2:46,1.2217
27:6,7:120,1.2217
27:6,22:52,1.033
27:6,17:39,0.9592
27:6,2:14,0.9163
27:6,7:107,0.9163
27:6,7:116,0.8145
27:6,3:166,0.733
27:6,7:117,0.733
27:7,28:29,1.0659
27:7,38:64,0.7877
27:7,7:97,0.5289
27:7,4:35,0.4618
27:7,12:93,0.4616
27:7,98:1,0.4534
27:7,98:6,0.3939
27:7,18:77,0.3503
27:7,21:84,0.3174
27:7,24:27,0.3016
27:7,66:6,0.2953
27:7,57:29,0.2885
27:8,28:30,1.2145
27:8,2:17,0.8482
27:8,6:92,0.7459
27:8,39:75,0.7369
27:8,4:174,0.6341
27:8,24:35,0.5616
27:8,27:90,0.5435
27:8,57:14,0.5046
27:8,40:7,0.4768
27:8,3:184,0.4228
27:8,35:25,0.4228
27:8,3:191,0.3974
27:9,29:26,4.6738
27:9,3:62,3.5054
27:9,27:78,3.5054
27:9,39:1,3.5054
27:9,42:3,3.5054
27:9,45:2,3.5054
27:9,3:18,2.8043
27:9,5:118,2.8043
27:9,29:42,2.8043
27:9,31:9,2.8043
27:9,34:27,2.8043
27:9,2:129,2.515
27:10,28:31,1.9438
27:10,28:7,0.7134
27:10,8:48,0.5307
27:10,27:28,0.4005
27:10,9:77,0.3896
27:10,3:143,0.3622
27:10,10:15,0.311
27:10,11:29,0.3105
27:10,22:52,0.3051
27:10,25:8,0.3023
27:10,48:27,0.2764
27:10,16:86,0.2717
27:11,28:16,1.275
27:11,27:46,1.1229
27:11,3:89,0.9073
27:11,5:39,0.8397
27:11,33:52,0.5855
27:11,2:92,0.4871
27:11,7:56,0.4668
27:11,4:64,0.4595
27:11,59:10,0.4536
27:11,2:51,0.4175
27:11,9:102,0.4107
27:11,46:12,0.369
27:12,28:32,1.5176
27:12,5:61,0.6606
27:12,4:31,0.6418
27:12,13:11,0.4621
27:12,60:2,0.4179
27:12,5:65,0.4169
27:12,17:7,0.3923
27:12,40:40,0.3768
27:12,30:36,0.3714
27:12,9:67,0.3078
27:12,48:5,0.3032
27:12,2:240,0.2856
27:13,46:7,1.6222
27:13,7:116,1.4838
27:13,28:36,1.3777
27:13,61:6,0.8166
27:13,34:43,0.8111
27:13,2:92,0.7038
27:13,2:209,0.7038
27:13,4:174,0.7038
27:13,7:105,0.7038
27:13,3:105,0.6033
27:13,5:15,0.6033
27:13,5:19,0.5779
27:14,37:73,1.5045
27:14,43:25,1.2036
27:14,29:49,1.0765
27:14,6:11,1.003
27:14,27:51,1.003
27:14,27:69,1.003
27:14,28:40,0.8827
27:14,6:24,0.8221
27:14,28:83,0.7884
27:14,30:42,0.7523
27:14,3:137,0.6687
27:14,47:10,0.6687
27:15,9:75,0.9695
27:15,9:76,0.9695
27:15,18:65,0.7739
27:15,9:59,0.7682
27:15,4:54,0.6768
27:15,19:30,0.6716
27:15,2:269,0.6555
27:15,3:170,0.6059
27:15,17:55,0.6059
27:15,7:70,0.6019
27:15,16:75,0.59
27:15,11:3,0.5248
27:16,41:21,1.0599
27:16,33:27,0.5212
27:16,10:99,0.4435
27:16,4:133,0.412
27:16,76:1,0.412
27:16,3:180,0.4076
27:16,32:13,0.3382
27:16,32:7,0.3326
27:16,14:25,0.2906
27:16,5:110,0.2676
27:16,2:253,0.2211
27:16,17:71,0.2179
27:17,41:19,2.5165
27:17,38:19,2.3168
27:17,27:83,1.7975
27:17,114:6,1.7331
27:17,3:158,1.374
27:17,6:38,1.3102
27:17,46:6,1.1195
27:17,20:59,0.9329
27:17,51:56,0.8666
27:17,55:74,0.8666
27:17,72:5,0.8666
27:17,3:12,0.8244
27:18,68:24,1.2284
27:18,85:17,1.2023
27:18,28:30,0.6663
27:18,43:66,0.639
27:18,12:107,0.5492
27:18,39:25,0.5325
27:18,27:37,0.5153
27:18,9:26,0.5023
27:18,21:5,0.4564
27:18,16:45,0.3994
27:18,39:55,0.3994
27:18,14:37,0.38
27:19,29:9,1.4793
27:19,31:8,1.2494
27:19,45:30,0.7689
27:19,43:81,0.7343
27:19,46:15,0.6432
27:19,10:9,0.6247
27:19,22:56,0.6247
27:19,41:46,0.5785
27:19,19:60,0.5607
27:19,4:124,0.4906
27:19,29:58,0.4737
27:19,25:70,0.4504
27:20,12:71,7.2878
27:20,27:47,3.8589
27:20,53:35,2.5775
27:20,36:19,2.5726
27:20,56:21,2.5726
27:20,105:3,2.5726
27:20,7:131,1.9294
27:20,38:19,1.9294
27:20,6:38,1.4032
27:20,27:17,1.2863
27:20,36:18,1.2863
27:20,76:7,1.2863
27:21,44:19,1.3946
27:21,3:56,1.0443
27:21,52:38,0.9297
27:21,7:164,0.9138
27:21,2:49,0.776
27:21,18:15,0.6973
27:21,2:165,0.6098
27:21,40:22,0.5441
27:21,6:40,0.5358
27:21,3:188,0.5264
27:21,34:46,0.488
27:21,3:4,0.4879
27:22,11:84,0.6258
27:22,50:31,0.5586
27:22,2:92,0.391
27:22,2:209,0.391
27:22,11:76,0.3828
27:22,3:181,0.2816
27:22,3:21,0.2582
27:22,4:155,0.2582
27:22,13:2,0.2529
27:22,14:9,0.2426
27:22,6:108,0.2383
27:22,2:211,0.2346
27:23,74:52,0.8528
27:23,3:189,0.567
27:23,5:120,0.567
27:23,36:83,0.567
27:23,52:21,0.5168
27:23,5:40,0.5128
27:23,57:2,0.4253
27:23,64:1,0.4253
27:23,25:2,0.4098
27:23,6:111,0.3877
27:23,5:17,0.3163
27:23,33:52,0.2835
27:24,43:37,1.2074
27:24,29:38,1.0138
27:24,47:1,0.9469
27:24,63:2,0.6763
27:24,40:37,0.6006
27:24,16:63,0.5282
27:24,47:32,0.4769
27:24,13:33,0.4564
27:24,4:88,0.4022
27:24,6:71,0.384
27:24,22:25,0.3578
27:24,4:123,0.3361
27:25,64:4,1.693
27:25,3:29,0.903
27:25,7:110,0.8557
27:25,30:25,0.8521
27:25,60:1,0.6298
27:25,34:2,0.5995
27:25,2:284,0.5557
27:25,57:4,0.4892
27:25,17:76,0.489
27:25,2:22,0.4746
27:25,10:31,0.4701
27:25,2:191,0.4249
27:26,85:15,7.0232
27:26,17:42,4.6821
27:26,20:5,4.6821
27:26,21:22,3.5116
27:26,81:20,3.5116
27:26,23:116,2.8093
27:26,27:41,2.8093
27:26,27:42,2.8093
27:26,43:82,2.8093
27:26,27:23,2.7054
27:26,27:38,2.3411
27:26,16:68,2.0066
27:27,29:3,2.0263
27:27,7:14,1.7683
27:27,43:25,1.7373
27:27,9:43,1.6211
27:27,6:11,1.4478
27:27,39:32,1.4359
27:27,33:23,1.4326
27:27,28:34,1.3509
27:27,2:162,1.3262
27:27,3:88,1.3262
27:27,10:39,1.2068
27:27,10:73,1.0971
27:28,43:53,1.0232
27:28,27:29,1.0121
27:28,3:143,0.8493
27:28,28:86,0.6747
27:28,22:4,0.5944
27:28,32:23,0.5783
27:28,33:6,0.5685
27:28,22:15,0.529
27:28,3:72,0.4895
27:28,8:44,0.4768
27:28,3:23,0.4701
27:28,28:31,0.4405
27:29,82:11,4.2117
27:29,7:60,1.591
27:29,7:90,1.591
27:29,33:44,1.3831
27:29,7:18,1.2728
27:29,10:75,1.2728
27:29,11:97,1.2728
27:29,7:66,1.0607
27:29,7:75,1.0607
27:29,27:32,1.0607
27:29,28:86,1.0121
27:29,7:88,0.9091
27:30,19:93,1.452
27:30,25:6,1.452
27:30,78:37,1.452
27:30,3:129,1.089
27:30,34:2,1.089
27:30,48:14,0.968
27:30,6:12,0.8712
27:30,25:48,0.8712
27:30,2:33,0.824
27:30,39:38,0.8154
27:30,25:59,0.792
27:30,42:5,0.792
27:31,3:139,2.2648
27:31,44:19,2.2396
27:31,47:35,1.9731
27:31,7:190,1.5889
27:31,27:38,1.5621
27:31,16:1,1.4931
27:31,27:42,1.4417
27:31,20:64,1.2798
27:31,3:20,1.2355
27:31,39:54,1.2014
27:31,52:38,1.2014
27:31,4:61,0.9706
27:32,7:109,2.1213
27:32,23:46,1.4142
27:32,26:34,1.4142
27:32,28:44,1.2448
27:32,7:60,1.0607
27:32,7:90,1.0607
27:32,5:117,0.9764
